row_id,repayment_rate
634,67.2057335576
640,64.8595770808
645,72.5186459502
646,32.8319106699
647,65.7353619235
648,48.9888783296
649,54.5728694812
650,57.5613783319
651,52.8678852821
653,56.135579981
655,89.6869318905
661,58.5020979014
662,75.6235080069
664,46.3453679133
671,66.6989314536
673,34.338265761
678,66.4563526142
680,39.2726495535
681,68.6650937992
682,76.3054223423
689,58.137307179
690,83.4092402261
691,46.1768246433
692,55.5662188756
697,70.042246953
699,32.5529249497
701,50.3238929972
703,52.0724659716
704,54.9958556854
705,54.931518822
706,41.0069745755
707,35.5343659224
708,50.7265910046
711,81.6435703116
715,73.1183337921
717,57.4975421987
719,68.3536282902
722,85.9071576753
723,39.6394034356
730,30.0297448829
731,30.4541540009
732,48.8777773995
737,77.9337812593
740,79.3669834148
743,39.2637486812
744,79.1619451507
748,64.6254993134
751,75.6567817437
752,23.6959453389
756,57.8363230446
766,65.2462748036
774,61.6720077862
776,57.4454224932
779,78.5033209764
786,53.2202703867
787,19.9271559487
788,46.7905685795
789,34.5928391117
790,56.8885801206
791,40.2221509509
792,37.2106501082
793,47.2806463313
794,40.8025621981
796,68.22766005
797,39.4569218321
800,66.7825222652
801,21.966218974
802,23.6826754105
803,86.8106145145
804,48.8683813067
808,69.7232025995
809,77.233246916
812,59.8576836193
814,39.0203571863
815,75.4281850256
818,59.0669405914
819,27.325790565
821,67.2709704212
822,57.6486053007
823,73.6688615057
825,86.83122229
830,57.0785743524
835,26.5380900124
837,73.6575137992
841,60.6100245006
848,81.7792495102
855,74.4057416319
857,42.0593067786
858,63.914414841
864,24.6005056983
865,70.5746621748
867,49.784432629
868,66.7800957722
869,37.7416170174
872,58.1219542419
873,73.7682997711
876,54.8044652092
877,62.519517573
878,59.5079779893
884,48.7690729863
887,48.157081127
890,24.4756168759
891,46.2423398257
892,57.0636007063
893,71.5045488338
894,60.6957519783
897,54.3167820264
900,29.6227679782
902,70.2933809464
904,75.0628378585
909,74.4705943949
910,65.1618678381
912,62.6540403094
914,71.8495243728
916,44.2244564435
918,62.1596445565
919,70.719189474
920,46.6177135101
923,19.3658890565
924,55.3333347809
927,29.1506133174
936,65.6000008403
938,66.7325993838
939,23.4579703259
945,42.4847504963
951,70.2759890545
952,43.3689738166
954,67.4166725846
957,74.2400247489
958,42.5064600188
968,28.9104965797
969,67.159839774
970,68.2098202159
972,44.9605460296
973,29.960766623
974,53.5137782997
976,53.2445836689
977,39.1467319756
980,86.733843016
981,45.4129368046
985,64.8374061034
986,26.2005415855
987,70.3751258855
991,75.8785570253
994,74.1489522963
995,40.2197889797
997,61.8388974985
998,43.8149551152
999,72.4737674341
1000,85.7858885206
1003,37.3600121214
1006,43.3770296943
1008,76.3592404982
1012,74.0081402826
1016,71.4980832448
1023,28.3298718943
1024,46.0076377498
1027,78.4752588244
1029,62.7659612976
1031,80.3642874457
1035,55.5261839786
1039,44.7436145512
1045,27.0822897642
1046,72.4648021326
1047,63.8460921706
1052,38.2794459699
1053,70.2710099698
1059,60.10064374
1060,45.2202999914
1066,38.8167618111
1067,25.5374325132
1073,56.5811631705
1074,84.1745089532
1075,50.6436309064
1077,69.6880751835
1078,70.8197923511
1083,13.1926901838
1088,75.0854062852
1097,23.9267886739
1098,56.106775847
1101,53.766784238
1106,71.4427544991
1109,70.426166965
1111,72.6302950738
1113,64.8747357002
1115,31.1175964232
1118,69.0532144464
1119,49.2303373883
1127,53.9894663156
1128,45.5602412472
1129,86.0683314349
1131,32.4472085737
1132,32.563511639
1133,46.4056117158
1134,64.5597050578
1136,55.1616804236
1138,19.4867331612
1140,47.4167172766
1145,35.5138999239
1146,42.3592587155
1148,24.4756168759
1150,80.2983106628
1151,56.2768514954
1152,61.6397670962
1153,67.1990783581
1158,73.4169805036
1163,34.849765569
1168,78.2285503351
1171,79.1042770525
1173,37.8589732673
1174,24.7867898002
1175,72.1941155216
1179,49.9440603935
1180,72.211261932
1181,18.4857677586
1189,69.3196183915
1190,75.7352929357
1192,42.2473287828
1193,60.1903612989
1194,77.797607842
1197,65.177791569
1199,70.7566833281
1201,56.1250596941
1202,74.2303582914
1205,51.5729453147
1209,74.3523744771
1210,46.9807698317
1212,35.0728368122
1217,52.4908763429
1218,47.5294422387
1221,73.9057563283
1225,27.9618069012
1226,28.6861796752
1230,38.5200952265
1235,31.8482073333
1237,53.533745949
1243,53.2867253417
1248,64.1236278637
1256,34.1461219446
1257,70.8800738951
1259,75.3732683815
1260,11.8394416312
1261,47.1505294859
1263,79.718072975
1267,26.0985631585
1272,50.0125030224
1281,39.73133459
1282,37.6642708565
1284,70.7509734261
1285,73.5344967121
1291,39.5816885183
1292,87.8135967745
1293,67.1536914766
1294,58.2605673582
1298,46.0939276482
1300,65.1902414897
1304,66.2408543043
1305,43.544664788
1306,47.7456142273
1307,29.5024906356
1310,49.9809649689
1311,72.2093307283
1316,34.7697707579
1318,60.2262989969
1324,50.3409027552
1329,78.452352153
1332,55.3552886238
1334,79.0316545244
1336,65.404268119
1337,23.7173579972
1339,44.7486852998
1340,25.8292312985
1341,44.6835486911
1342,42.033990045
1344,71.8499916898
1345,71.3551122412
1346,51.4562957733
1348,24.4370153412
1349,50.1496002636
1351,14.9222293788
1352,49.4896963297
1353,67.9244206938
1357,55.3722870767
1361,43.2767222383
1365,59.8770046884
1366,70.0448073045
1372,78.003697855
1373,51.7035631478
1374,77.1795963541
1376,71.9343697284
1379,47.5545313596
1380,53.3359685896
1385,72.7623684642
1388,24.4756168759
1391,67.5627243299
1392,43.0535728926
1393,73.822198306
1394,64.412603191
1396,63.7942959223
1397,31.6297176074
1400,49.556589381
1404,43.2777434478
1405,26.3312311308
1406,67.5436672176
1409,26.1356019906
1411,50.7626110027
1413,91.7424975633
1414,78.0829542261
1416,32.8783588472
1418,76.0342178487
1421,66.3304248923
1422,45.6581110179
1424,55.4482097427
1425,38.4703320643
1426,37.7374160672
1429,27.400402518
1430,57.2100875806
1433,83.5071473467
1438,62.4891905799
1443,85.9273805903
1444,70.4300643128
1445,65.5634236344
1448,54.5404709783
1450,63.3733983326
1452,18.934535922
1453,63.3808397787
1456,54.4556618274
1457,51.41335609
1458,65.5928900493
1459,76.2907947647
1460,38.9448603835
1464,63.358942537
1465,63.6931454524
1466,26.9736921722
1467,64.5051524372
1468,84.0782123155
1469,79.4822293596
1473,60.5090080319
1476,75.0777990554
1483,60.1787646637
1491,85.6760380098
1493,72.278311484
1494,55.2768079679
1498,73.4514893617
1499,44.1995820965
1500,49.6805617381
1502,73.4858964002
1507,60.6192436459
1509,71.9297437654
1510,28.3876886439
1513,92.2551231909
1514,35.2305456594
1516,55.466842616
1517,21.9851854548
1518,61.7267890774
1522,54.2015489715
1523,53.6181989055
1536,26.3053122446
1541,26.5630814891
1542,81.9831075268
1546,47.833072637
1548,57.7394863633
1551,63.2327787582
1552,47.3559403582
1557,37.7292088103
1559,71.5825421433
1560,80.6642650134
1564,36.5772857364
1569,43.3405854094
1570,40.7822946427
1572,70.21216043
1573,45.3470669073
1576,55.8338263745
1577,45.4280678497
1581,38.8997531692
1582,66.7536334387
1583,43.108206352
1588,47.2890812233
1589,37.250492485
1592,63.1890073481
1594,44.72279568
1599,66.4361747568
1601,71.3607146615
1604,35.098117687
1605,72.4498949091
1608,42.9576657197
1610,46.2117606545
1612,84.4562529669
1618,59.1034095227
1619,61.3256705526
1622,82.0598686312
1627,86.1592713445
1628,69.5596977368
1637,83.3470245696
1640,31.4078751262
1641,12.689971926
1642,59.4114279613
1643,32.6276551509
1645,66.3677351803
1650,54.8891619219
1651,69.8962158597
1652,66.7257780399
1655,75.6273100658
1656,80.2830168833
1657,78.4324390997
1658,65.3759477936
1660,18.7202061554
1665,73.15563721
1666,15.2090510665
1669,64.6399864934
1670,51.7269515534
1671,68.2948599574
1672,78.5162073939
1680,70.0323422088
1682,67.2028362629
1685,35.050792638
1688,46.7774653436
1689,68.8024892457
1690,47.1506481247
1693,49.1271330325
1703,30.4623219283
1707,58.1604478597
1713,72.6382625029
1714,52.374467815
1715,81.5128422903
1716,50.3315330833
1720,37.3444785918
1721,60.8779833162
1722,59.714045159
1726,51.8243066547
1727,67.8158844498
1728,61.0187484182
1736,72.6339194947
1737,51.5169326038
1739,63.6834421336
1740,40.59476434
1741,56.638739543
1742,46.6460829811
1745,37.7599858764
1746,28.2717631241
1750,67.6942112386
1751,89.2005635769
1752,64.4992195363
1758,35.3683812138
1760,29.1838148363
1765,60.1738598957
1768,73.7143953889
1769,80.9277341564
1772,32.0891587993
1775,70.5997688175
1777,20.6445809343
1782,66.9607130703
1783,25.8292312985
1784,68.3355795838
1786,18.6799894973
1789,50.1245274884
1790,70.6352974376
1792,31.0895117206
1794,36.9756873525
1795,51.598034443
1798,65.2512655627
1799,78.8533281771
1800,83.2913384514
1802,57.0055644402
1803,64.4057418939
1804,73.2269187167
1807,51.9082278139
1810,68.2511084456
1812,71.5258413824
1815,67.3709879502
1818,50.5615879142
1820,54.4547346211
1821,33.341339066
1826,75.6926869163
1827,68.2691211411
1828,62.1316408959
1831,71.5143221599
1832,31.5508970635
1835,50.8007914392
1837,43.8626889431
1838,64.912381653
1841,45.3043922089
1844,73.8722536069
1847,65.2359576704
1848,74.5097899712
1849,61.9860863962
1851,39.1560163483
1853,70.1715827552
1860,71.9063862301
1861,70.0686430735
1862,24.7345393227
1863,52.2079281879
1864,29.9349155707
1865,17.4914704964
1866,47.4690920519
1867,34.3503182549
1872,64.3279497894
1874,72.4939298568
1876,49.296204181
1877,82.1243022703
1878,76.4235017975
1879,34.9947636197
1880,54.0601582999
1883,34.3761919504
1885,82.1571765697
1886,65.3240477483
1887,72.3177871563
1888,50.0729349452
1889,75.0126437925
1892,72.2699862864
1893,64.8665715808
1894,64.0101167826
1896,84.4335168792
1900,31.8490982806
1903,58.8430417636
1904,75.0802762895
1905,71.5030436976
1908,65.7191604647
1909,51.9583282832
1913,75.5735152673
1917,76.608699405
1919,41.5986251417
1923,24.4756168759
1925,46.7815420003
1927,35.8754119724
1931,68.7690817133
1933,75.0482013077
1935,51.1414849124
1939,46.422019931
1940,76.2756849175
1942,56.2046309185
1943,37.1575404318
1945,43.621882612
1946,19.9502277587
1947,42.7976180107
1949,69.7347569974
1953,51.6133077462
1955,78.9926150295
1956,62.1764996636
1961,70.5527467855
1962,70.8480161338
1963,51.9697027433
1968,75.2448597611
1969,74.228408227
1970,69.7113266164
1971,62.275407626
1972,66.290322998
1973,55.1376431176
1978,40.7817919798
1980,63.2500374972
1981,59.7760734519
1985,75.5423122965
1987,71.4758915164
1989,24.2350973397
1990,31.2099483938
1991,67.0026811081
1999,73.1632009434
2004,65.2443220603
2005,83.3646848235
2008,38.2826794679
2011,70.3502464766
2017,79.0245699165
2019,33.5237216671
2023,15.103085664
2024,45.9784037221
2027,33.8564068831
2028,63.7601848168
2029,52.9334615059
2032,66.8100352982
2040,45.1649927725
2041,39.0085932391
2042,35.4088304251
2044,43.9558954157
2049,65.9748101094
2052,70.6023100966
2053,35.6288635237
2055,62.5863289415
2057,67.8469554949
2058,55.659125175
2059,79.987704176
2060,37.183763492
2061,64.0125146159
2062,69.0674390383
2064,69.0303039212
2066,55.2290732471
2067,47.4327135382
2069,46.0513585243
2070,33.2421061755
2072,66.2132000062
2073,73.0485542968
2075,22.8604379286
2078,47.3779694777
2079,42.809825413
2081,79.4229187704
2083,76.114464674
2084,75.6785037698
2085,68.7304590892
2088,73.5386454217
2090,59.294132391
2094,57.6427572233
2096,35.3274888017
2099,60.8662302857
2100,65.4299546318
2101,41.8203551539
2104,59.9615353621
2105,32.7029731599
2107,80.0163693821
2108,59.4446136826
2114,29.3101057983
2115,46.0352516019
2118,70.2720759965
2119,41.4532340097
2120,82.1127190423
2122,77.3871811593
2123,71.1855732881
2124,35.6158225352
2127,75.8950066018
2130,75.3447450919
2131,38.9001856343
2132,82.1451069862
2133,33.2421061755
2136,69.9008681346
2137,68.624860044
2140,58.1825622625
2141,51.5159197896
2145,81.8952352615
2146,77.430957261
2147,40.6503383372
2149,44.315318091
2151,31.6737043268
2155,31.0895117206
2161,81.5415451421
2162,73.0875712485
2163,25.2377099727
2168,53.451192352
2170,68.6606061425
2176,24.4756168759
2177,63.7122185145
2181,43.1955685596
2184,29.4678837257
2185,50.9831711518
2189,82.1936798261
2193,57.3025983987
2195,17.3712679228
2197,49.4751482306
2201,48.5942485193
2210,61.7587224164
2211,54.5285915894
2212,41.2437661694
2214,25.8292312985
2216,39.9906524148
2220,73.2363505732
2221,59.3923314854
2223,51.0270612807
2226,61.7145754435
2227,15.9347605931
2228,82.1003650735
2229,42.2923416044
2231,70.3803313004
2239,51.9169380583
2241,70.676924954
2243,64.1592005676
2249,86.2105626778
2252,79.5139056843
2253,74.6883508631
2254,50.2180538603
2257,89.1487803952
2258,53.5374837521
2259,78.1439960965
2262,36.9119305967
2263,47.7606943674
2265,81.3968425635
2266,15.7792210458
2268,51.1324579553
2269,69.68301157
2270,56.4754345847
2273,52.0133464179
2278,70.5318535807
2279,37.3150963544
2282,69.9200638299
2284,76.3454636709
2285,15.4996227001
2286,71.8791668972
2291,71.6241732444
2292,41.692222714
2297,74.8789010234
2299,64.8331859807
2300,34.2224522612
2301,82.8681198313
2302,76.5044893201
2306,63.6376577975
2307,48.9790184558
2308,74.7214311025
2317,84.2232492414
2321,33.2421061755
2326,68.3261990026
2328,70.1809646326
2333,74.769892459
2334,54.1287429411
2336,54.827830581
2337,73.9464900057
2341,82.139313409
2342,74.4130982119
2343,27.2409457426
2344,36.4398465328
2347,75.0503996686
2348,48.6283634883
2349,35.5217084917
2357,65.6633528776
2359,41.8072347485
2365,73.0690548003
2369,56.960497905
2372,88.8870434711
2375,57.2042426876
2376,58.2422306681
2379,93.6117975042
2382,60.1627529025
2384,36.266796556
2386,67.7703582743
2387,56.1506318551
2389,51.2380529199
2390,66.0165487475
2392,31.8710545065
2394,66.0198072143
2399,63.4390236255
2401,60.5992966005
2405,49.1566689469
2408,33.7769040194
2411,52.7214332576
2412,49.3198084494
2413,42.4692829593
2416,59.135351986
2421,74.5831095002
2424,29.505334438
2425,36.6899785499
2426,11.6069688963
2427,34.3412533966
2433,35.0166376999
2437,66.9599085835
2438,69.0374664164
2440,46.302530537
2443,80.0560221665
2449,26.4180165048
2450,51.7725773208
2451,37.514366421
2453,59.8991886068
2455,33.2014850608
2457,55.2315032013
2458,43.3277404734
2459,81.2265846134
2460,66.2974026206
2461,75.3062914943
2463,74.0976682066
2465,76.7249744692
2466,50.3265342907
2469,37.41989163
2472,19.7126963222
2475,23.2251188065
2476,44.4220097205
2478,52.3117241245
2480,32.636073976
2487,65.7012485425
2489,70.6427762389
2493,31.9874799027
2496,27.3740777595
2498,72.2205855224
2499,39.5967522202
2501,29.5127781756
2502,25.8387477763
2504,71.9258456502
2507,57.0624153841
2510,47.7955920091
2514,22.8290610939
2518,39.8469387056
2522,53.6509753616
2523,46.691386279
2524,76.7433299924
2526,69.6932223635
2528,33.4895356213
2530,46.7557834846
2534,78.1000407786
2537,36.7060528107
2538,47.3417500712
2541,66.8242963289
2546,38.0169192113
2549,46.7753587678
2550,26.3312311308
2551,76.0740528232
2553,50.6441516966
2555,53.3437577348
2556,76.4655146684
2557,25.3027416179
2558,39.9649557123
2559,35.0232294408
2560,66.5934230964
2561,56.6662604413
2563,29.2849703979
2564,76.0025940894
2565,50.0129695732
2569,71.7074954673
2571,76.6541009804
2572,74.8319448032
2573,22.4253024059
2574,75.4156386792
2575,33.9384388108
2576,83.1774366646
2581,85.8582227213
2582,77.9807495275
2587,53.2005781771
2589,37.915475517
2590,49.5345872567
2591,75.0265980343
2593,59.8567462861
2597,51.0581043152
2598,71.4826963944
2599,65.4176880665
2601,69.9113619052
2602,70.7078427009
2606,57.2955782179
2611,59.3682441823
2612,73.2077588834
2615,50.3205216835
2617,56.397036958
2619,58.6416893642
2621,73.8982515737
2627,76.6371721781
2629,74.1238553836
2631,92.3245132087
2632,44.2333085607
2633,32.6786975161
2634,39.5336254839
2635,39.8062759262
2636,56.5683715683
2637,60.0920172985
2639,37.612821343
2640,73.72849848
2641,62.0675874301
2647,65.3702282341
2648,26.594708104
2649,68.1419598816
2653,34.9107530434
2661,48.6667147937
2662,64.7219039308
2663,37.0495869593
2665,65.2973047749
2666,53.1742554122
2668,68.9532819433
2670,41.8086671326
2671,68.0413131644
2672,58.8517440321
2673,81.5343025169
2674,44.8671170039
2675,15.10589456
2676,41.4848390425
2678,24.4756168759
2679,47.6410955664
2681,79.8203261095
2683,51.846452095
2686,74.3710593303
2688,67.680567825
2690,29.1800039958
2695,73.7027062437
2698,46.9219041623
2699,49.1555406229
2702,74.2778378072
2704,46.1959179614
2710,34.1989701088
2716,36.3051754793
2718,70.2797999472
2719,77.7789155386
2720,72.706574049
2724,74.7271704477
2727,56.3461832794
2734,33.3681041515
2739,27.7712234353
2740,30.2721771517
2741,83.6897551914
2742,30.8623224583
2743,37.8371601808
2747,51.224779923
2748,62.9012684533
2749,78.2011497094
2751,47.8712384435
2754,59.8279679777
2757,19.2108319502
2758,78.0757324742
2762,38.8141957346
2763,35.7578718031
2764,47.2294852974
2765,70.236695966
2769,55.5281131761
2770,50.1058044211
2772,73.2300574814
2773,78.5709769127
2774,34.5257834824
2775,51.4181609926
2779,74.1753512457
2781,32.4110368857
2782,29.9099289164
2783,33.2421061755
2784,33.6634671646
2785,76.531018288
2787,69.9774032249
2788,47.1506481247
2789,75.4012971652
2791,32.375563448
2792,33.2421061755
2794,55.1396859943
2796,24.7134126088
2803,55.3769215351
2805,75.99993466
2807,67.2916243347
2809,67.4523200746
2810,37.5215788282
2811,56.4855194807
2812,82.6644756744
2815,49.222081586
2816,30.9257627579
2818,64.1750632304
2819,67.6677744433
2822,19.8089794048
2823,72.0432148496
2828,35.3683812138
2829,59.2783424846
2833,64.4432890967
2835,44.0070592296
2838,64.8220161495
2841,58.4391030185
2843,81.3999567522
2844,75.6522576694
2845,70.1991251866
2846,57.2018819924
2848,79.0964742725
2849,77.2251967291
2851,47.335588439
2852,18.6490446296
2854,65.2300447435
2856,31.8837888582
2858,75.1433045483
2859,47.3333715739
2862,35.768100626
2864,65.307755063
2865,87.4000507391
2866,33.2232169904
2867,43.7404330892
2868,23.3068788525
2871,26.3642881513
2873,51.6305898788
2874,66.8898337096
2878,33.8564068831
2883,51.5123675759
2884,27.391571257
2886,33.9551400258
2887,75.1920894704
2889,69.7351543221
2891,41.3965080341
2895,50.5764739068
2896,56.4285663416
2897,11.8176256689
2898,52.5062906898
2901,64.4591637085
2903,34.1707204655
2905,88.4208011658
2906,60.5485766676
2908,29.9754376512
2911,75.80332396
2913,72.8019722275
2916,42.7096917453
2917,81.1795724242
2925,42.3992847159
2929,70.7195205538
2931,28.7355030244
2933,66.0632880833
2936,19.962805001
2939,61.2942889477
2940,65.8562517308
2943,42.70306733
2947,25.6816292583
2948,70.6159836696
2949,33.1969921645
2953,73.9567238415
2954,74.3007936615
2958,40.5296288861
2959,64.2528664857
2961,70.3801238043
2962,18.2253268099
2964,42.9430547506
2966,21.1283503406
2970,39.1900245635
2971,72.0518978125
2974,67.8840469092
2975,16.3841347247
2978,42.4419056229
2979,56.2443340003
2980,88.6872451747
2984,35.592670029
2986,55.2997039089
2988,71.3618883624
2990,33.2421061755
2995,42.8613907269
2996,52.6397727376
2997,78.3248600117
3003,68.5069344617
3004,52.0090937389
3006,18.3086022808
3007,41.692222714
3008,41.8058386862
3009,46.2118246239
3010,50.6100928893
3011,58.731240172
3013,33.6204913361
3014,73.1485690521
3016,31.6046806208
3017,76.2500531198
3018,91.6521442461
3019,79.6586157418
3023,56.5321014729
3027,23.6346194324
3028,34.9971227344
3030,77.2553405914
3032,71.8440779306
3033,18.1690067332
3034,75.4211892697
3039,33.5759885052
3043,81.020860778
3044,64.2095283346
3045,72.2440285304
3048,69.5084419727
3049,79.4435589787
3050,75.9888717847
3052,55.7278539379
3053,43.1760526139
3054,72.3351649609
3055,61.5180701626
3056,89.0725457708
3057,45.6427678458
3059,77.2478667561
3061,44.4129506127
3064,59.9098712609
3068,49.5807828354
3074,31.0247780349
3075,37.3151724549
3077,44.0584353652
3080,40.8186597248
3081,30.0925330286
3084,81.1304831493
3086,34.7977144669
3087,44.8151009699
3089,76.0672439179
3090,29.5456718827
3091,70.4948264529
3093,56.9889365754
3101,39.0954932172
3103,75.2052714218
3105,41.2359423
3106,38.8677850453
3107,14.5634657958
3111,50.3986950437
3112,56.6723372074
3119,18.6229387055
3120,65.6174048333
3122,19.1666653758
3123,61.2361208836
3124,63.7660135141
3125,55.1507921988
3128,59.2806533434
3130,44.1593795672
3131,62.6212833195
3132,73.3792595976
3135,40.6468046053
3141,39.3422411509
3144,31.7903283928
3145,64.0938772669
3146,79.3752962473
3147,88.0475631458
3150,49.5889429976
3152,36.3021707838
3160,68.1360333506
3162,50.0837614559
3163,68.8127749103
3164,68.224484921
3165,66.7781555665
3166,35.5914958725
3169,55.4812645121
3171,38.2930528542
3177,51.0124025857
3179,28.7313751924
3180,73.3894879852
3183,48.7789965678
3184,44.9096551362
3185,56.7585788456
3187,47.36577506
3193,36.2246547299
3196,69.6824939515
3198,54.8657873034
3199,70.4775611131
3202,41.0275805672
3206,32.3284529536
3212,24.5047846523
3213,43.9012258283
3216,72.8451216963
3217,49.9406560318
3221,49.1608300631
3224,78.8354146425
3230,79.4698771001
3231,58.5981056742
3233,46.8830498438
3235,70.1881472232
3236,42.1256524308
3240,72.6816475252
3241,48.1132406685
3243,51.2723449872
3244,46.488224464
3245,33.3026178908
3247,71.764194768
3248,59.176623621
3250,67.1730389811
3251,74.435545225
3257,38.9323521087
3259,61.3960119004
3261,69.296625463
3264,50.7122767264
3267,64.2422692469
3268,34.4833253918
3270,19.8684889192
3272,49.8823786502
3274,75.9315455829
3275,33.7183756166
3276,77.1459125795
3277,50.0167391269
3278,46.9718831236
3280,40.6337332444
3283,50.4887658541
3284,59.9276924143
3285,26.4809702457
3286,67.2092842887
3287,44.8885037835
3289,70.9292638966
3292,91.0654110153
3293,36.5388541734
3295,72.4377441622
3298,83.3713259463
3299,80.4977801931
3307,51.33698643
3308,54.8060629118
3309,52.9415442681
3310,80.1851624578
3312,65.5376433759
3314,55.3395486517
3320,64.6603174977
3321,52.1031022612
3322,59.1186268218
3323,80.0385151513
3326,36.1709183079
3332,66.1902448373
3335,48.7604659685
3338,67.6922358372
3347,23.602766681
3349,47.6981702637
3350,60.9233717601
3353,40.8008766238
3357,70.9697129429
3358,77.2960907103
3361,70.8334754774
3363,34.745494219
3366,59.2614240637
3367,45.3144979282
3368,62.7590726211
3369,67.6077633665
3370,61.7562877548
3373,51.0721464116
3378,46.323769871
3379,77.4214154344
3383,76.9872436632
3384,73.9360170498
